ID,FORM,LEMMA,PLEMMA,POS,PPOS,FEAT,PFEAT,HEAD,PHEAD,DEPREL,PDEPREL,FILLPRED,PRED,APRED
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Age
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,I-Age
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
9,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,I-Age
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Age
12,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
13,research,_,Research,_,NNP,1,_,_,_,_,_,_,_,I-Age
14,on,_,on,_,IN,1,_,_,_,_,_,_,_,I-Age
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,I-Age
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Age
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,_,_,I-Age
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,I-Age
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Age
1,the,_,The,_,DT,1,_,_,_,_,_,_,_,B-Age
2,many,_,Many,_,JJ,1,_,_,_,_,_,_,_,I-Age
3,faces,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Age
4,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
5,culture,_,Culture,_,NN,1,_,_,_,_,_,_,_,I-Age
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Age
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,I-Age
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
9,of,_,of,_,IN,1,_,_,_,_,_,of.prep,Age,S-Degree
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,B-Age
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Age
12,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
13,research,_,Research,_,NNP,1,_,_,_,_,_,_,_,I-Age
14,on,_,on,_,IN,1,_,_,_,_,_,_,_,I-Age
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,I-Age
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Age
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,_,_,I-Age
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,I-Age
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Age
1,the,_,The,_,DT,1,_,_,_,_,_,_,_,B-Age
2,many,_,Many,_,JJ,1,_,_,_,_,_,_,_,I-Age
3,faces,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Age
4,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
5,culture,_,Culture,_,NN,1,_,_,_,_,_,_,_,I-Age
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Age
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,I-Age
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Age
9,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Age
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,I-Age
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Age
12,of,_,of,_,IN,1,_,_,_,_,_,of.prep,Age,S-Degree
13,research,_,Research,_,NNP,1,_,_,_,_,_,_,_,B-Age
14,on,_,on,_,IN,1,_,_,_,_,_,_,_,I-Age
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,I-Age
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Age
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,_,_,I-Age
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,I-Age
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Age
1,the,_,The,_,DT,1,_,_,_,_,_,_,_,B-Manner
2,many,_,Many,_,JJ,1,_,_,_,_,_,_,_,I-Manner
3,faces,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Manner
4,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Manner
5,culture,_,Culture,_,NN,1,_,_,_,_,_,_,_,I-Manner
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Manner
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,I-Manner
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Manner
9,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Manner
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,I-Manner
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Manner
12,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Manner
13,research,_,Research,_,NNP,1,_,_,_,_,_,research.n,Research,S-Researcher
14,on,_,on,_,IN,1,_,_,_,_,_,_,_,O
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,O
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,O
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,_,_,O
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,O
19,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,1,_,_,_,_,_,_,_,B-Time
2,many,_,Many,_,JJ,1,_,_,_,_,_,_,_,I-Time
3,faces,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Time
4,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Time
5,culture,_,Culture,_,NN,1,_,_,_,_,_,_,_,I-Time
6,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Time
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,I-Time
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Time
9,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Time
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,I-Time
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Time
12,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Time
13,research,_,Research,_,NNP,1,_,_,_,_,_,_,_,I-Time
14,on,_,on,_,IN,1,_,_,_,_,_,on.prep,Being_in_operation,O
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,B-Duration
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,I-Duration
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,_,_,I-Duration
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,I-Duration
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Duration
1,the,_,The,_,DT,1,_,_,_,_,_,_,_,O
2,many,_,Many,_,JJ,1,_,_,_,_,_,_,_,O
3,faces,_,UNK,_,NNS,1,_,_,_,_,_,_,_,O
4,of,_,of,_,IN,1,_,_,_,_,_,_,_,O
5,culture,_,Culture,_,NN,1,_,_,_,_,_,_,_,O
6,:,_,:,_,:,1,_,_,_,_,_,_,_,O
7,making,_,UNK,_,VBG,1,_,_,_,_,_,_,_,O
8,sense,_,UNK,_,NNP,1,_,_,_,_,_,_,_,O
9,of,_,of,_,IN,1,_,_,_,_,_,_,_,O
10,30,_,30,_,CD,1,_,_,_,_,_,_,_,O
11,years,_,UNK,_,NNS,1,_,_,_,_,_,_,_,O
12,of,_,of,_,IN,1,_,_,_,_,_,_,_,O
13,research,_,Research,_,NNP,1,_,_,_,_,_,_,_,O
14,on,_,on,_,IN,1,_,_,_,_,_,_,_,O
15,culture,_,Culture,_,NNP,1,_,_,_,_,_,_,_,O
16,in,_,in,_,IN,1,_,_,_,_,_,_,_,O
17,organization,_,Organization,_,NNP,1,_,_,_,_,_,organization.n,Organization,O
18,studies,_,Studies,_,NNPS,1,_,_,_,_,_,_,_,O
19,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,S-Use
2,study,_,study,_,NN,2,_,_,_,_,_,study.n,Building_subparts,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,B-Use
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,I-Use
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-Use
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-Use
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Use
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-Use
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-Use
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,I-Use
11,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Use
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-Use
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-Use
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-Use
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-Use
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Use
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,I-Use
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Use
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,I-Use
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Use
21,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Use
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-Use
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,O
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,O
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,O
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,O
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,S-Age
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,B-Degree
3,of,_,of,_,IN,2,_,_,_,_,_,of.prep,Age,I-Degree
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,B-Age
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-Age
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-Age
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-Age
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-Age
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,I-Age
11,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Age
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-Age
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-Age
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-Age
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-Age
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,I-Age
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Age
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,I-Age
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Age
21,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Age
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-Age
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,I-Age
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,I-Age
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,I-Age
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,I-Age
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Age
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-State_of_affairs
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-State_of_affairs
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-State_of_affairs
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-State_of_affairs
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-State_of_affairs
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-State_of_affairs
10,still,_,still,_,RB,2,_,_,_,_,_,still.adv,Continued_state_of_affairs,O
11,",",_,",",_,",",2,_,_,_,_,_,_,_,B-State_of_affairs
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-State_of_affairs
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-State_of_affairs
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-State_of_affairs
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-State_of_affairs
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-State_of_affairs
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,I-State_of_affairs
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-State_of_affairs
21,",",_,",",_,",",2,_,_,_,_,_,_,_,I-State_of_affairs
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-State_of_affairs
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,I-State_of_affairs
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,I-State_of_affairs
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,I-State_of_affairs
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,I-State_of_affairs
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-State_of_affairs
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,O
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,O
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,O
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,O
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,O
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,O
9,;,_,;,_,:,2,_,_,_,_,_,_,_,O
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,O
11,",",_,",",_,",",2,_,_,_,_,_,_,_,O
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,O
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,O
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,O
15,with,_,with,_,IN,2,_,_,_,_,_,with.prep,Accompaniment,O
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,S-Co-participant
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,O
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,O
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
21,",",_,",",_,",",2,_,_,_,_,_,_,_,O
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,O
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,O
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,O
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,O
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,O
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Degree
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,I-Degree
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Degree
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,I-Degree
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-Degree
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-Degree
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Degree
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-Degree
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-Degree
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,I-Degree
11,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Degree
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-Degree
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-Degree
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-Degree
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-Degree
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,S-Goods
17,cost,_,cost,_,NN,2,_,_,_,_,_,cost.n,Expensiveness,S-Degree
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,B-Rate
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,I-Rate
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Rate
21,",",_,",",_,",",2,_,_,_,_,_,_,_,B-Degree
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-Degree
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,I-Degree
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,I-Degree
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,I-Degree
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,I-Degree
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Degree
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Age
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,I-Age
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Age
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,I-Age
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-Age
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-Age
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-Age
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-Age
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,I-Age
11,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Age
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-Age
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-Age
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-Age
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-Age
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,I-Age
18,of,_,of,_,IN,2,_,_,_,_,_,of.prep,Age,S-Degree
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,_,_,B-Duration
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Duration
21,",",_,",",_,",",2,_,_,_,_,_,_,_,B-Age
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-Age
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,I-Age
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,I-Age
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,I-Age
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,I-Age
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Age
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Manner
2,study,_,study,_,NN,2,_,_,_,_,_,_,_,I-Manner
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Manner
4,culture,_,culture,_,NN,2,_,_,_,_,_,_,_,I-Manner
5,is,_,be,_,VBZ,2,_,_,_,_,_,_,_,I-Manner
6,on,_,on,_,IN,2,_,_,_,_,_,_,_,I-Manner
7,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Manner
8,rise,_,rise,_,NN,2,_,_,_,_,_,_,_,I-Manner
9,;,_,;,_,:,2,_,_,_,_,_,_,_,I-Manner
10,still,_,still,_,RB,2,_,_,_,_,_,_,_,I-Manner
11,",",_,",",_,",",2,_,_,_,_,_,_,_,I-Manner
12,this,_,this,_,DT,2,_,_,_,_,_,_,_,I-Manner
13,popularity,_,popularity,_,NN,2,_,_,_,_,_,_,_,I-Manner
14,comes,_,come,_,VBZ,2,_,_,_,_,_,_,_,I-Manner
15,with,_,with,_,IN,2,_,_,_,_,_,_,_,I-Manner
16,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Manner
17,cost,_,cost,_,NN,2,_,_,_,_,_,_,_,I-Manner
18,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Manner
19,increasing,_,increase,_,VBG,2,_,_,_,_,_,increase.v,Change_position_on_a_scale,S-Degree
20,fragmentation,_,UNK,_,NN,2,_,_,_,_,_,_,_,S-Explanation
21,",",_,",",_,",",2,_,_,_,_,_,_,_,B-Manner
22,as,_,a,_,IN,2,_,_,_,_,_,_,_,I-Manner
23,definitions,_,definition,_,NNS,2,_,_,_,_,_,_,_,I-Manner
24,and,_,and,_,CC,2,_,_,_,_,_,_,_,I-Manner
25,conceptualizations,_,UNK,_,NNS,2,_,_,_,_,_,_,_,I-Manner
26,proliferate,_,UNK,_,VBP,2,_,_,_,_,_,_,_,I-Manner
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Manner
1,the,_,The,_,DT,3,_,_,_,_,_,_,_,S-Time
2,objectives,_,objective,_,NNS,3,_,_,_,_,_,objective.n,Purpose,O
3,of,_,of,_,IN,3,_,_,_,_,_,_,_,B-Agent
4,this,_,this,_,DT,3,_,_,_,_,_,_,_,I-Agent
5,review,_,review,_,NN,3,_,_,_,_,_,_,_,I-Agent
6,are,_,be,_,VBP,3,_,_,_,_,_,_,_,I-Agent
7,twofold,_,UNK,_,JJ,3,_,_,_,_,_,_,_,I-Agent
8,:,_,:,_,:,3,_,_,_,_,_,_,_,I-Agent
9,first,_,first,_,RB,3,_,_,_,_,_,_,_,I-Agent
10,",",_,",",_,",",3,_,_,_,_,_,_,_,I-Agent
11,we,_,we,_,PRP,3,_,_,_,_,_,_,_,I-Agent
12,set,_,set,_,VBP,3,_,_,_,_,_,_,_,I-Agent
13,out,_,out,_,RP,3,_,_,_,_,_,_,_,I-Agent
14,to,_,to,_,TO,3,_,_,_,_,_,_,_,I-Agent
15,disentangle,_,UNK,_,VB,3,_,_,_,_,_,_,_,I-Agent
16,the,_,the,_,DT,3,_,_,_,_,_,_,_,I-Agent
17,multiple,_,multiple,_,JJ,3,_,_,_,_,_,_,_,I-Agent
18,conceptual,_,conceptual,_,JJ,3,_,_,_,_,_,_,_,I-Agent
19,strands,_,strand,_,NNS,3,_,_,_,_,_,_,_,I-Agent
20,used,_,use,_,VBN,3,_,_,_,_,_,_,_,I-Agent
21,to,_,to,_,TO,3,_,_,_,_,_,_,_,I-Agent
22,describe,_,describe,_,VB,3,_,_,_,_,_,_,_,I-Agent
23,culture,_,culture,_,NN,3,_,_,_,_,_,_,_,O
24,",",_,",",_,",",3,_,_,_,_,_,_,_,O
25,and,_,and,_,CC,3,_,_,_,_,_,_,_,O
26,second,_,second,_,JJ,3,_,_,_,_,_,_,_,O
27,",",_,",",_,",",3,_,_,_,_,_,_,_,O
28,we,_,we,_,PRP,3,_,_,_,_,_,_,_,O
29,examine,_,examine,_,VBP,3,_,_,_,_,_,_,_,O
30,how,_,how,_,WRB,3,_,_,_,_,_,_,_,O
31,culture,_,culture,_,NN,3,_,_,_,_,_,_,_,O
32,relates,_,relate,_,VBZ,3,_,_,_,_,_,_,_,O
33,to,_,to,_,TO,3,_,_,_,_,_,_,_,O
34,other,_,other,_,JJ,3,_,_,_,_,_,_,_,O
35,key,_,key,_,JJ,3,_,_,_,_,_,_,_,O
36,constructs,_,construct,_,NNS,3,_,_,_,_,_,_,_,O
37,",",_,",",_,",",3,_,_,_,_,_,_,_,O
38,particularly,_,particularly,_,RB,3,_,_,_,_,_,_,_,O
39,identity,_,identity,_,NN,3,_,_,_,_,_,_,_,O
40,",",_,",",_,",",3,_,_,_,_,_,_,_,O
41,institutions,_,institution,_,NNS,3,_,_,_,_,_,_,_,O
42,",",_,",",_,",",3,_,_,_,_,_,_,_,O
43,and,_,and,_,CC,3,_,_,_,_,_,_,_,O
44,practices,_,practice,_,NNS,3,_,_,_,_,_,_,_,O
45,.,_,.,_,.,3,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,3,_,_,_,_,_,_,_,B-Age
2,objectives,_,objective,_,NNS,3,_,_,_,_,_,_,_,I-Age
3,of,_,of,_,IN,3,_,_,_,_,_,of.prep,Age,S-Degree
4,this,_,this,_,DT,3,_,_,_,_,_,_,_,B-Age
5,review,_,review,_,NN,3,_,_,_,_,_,_,_,I-Age
6,are,_,be,_,VBP,3,_,_,_,_,_,_,_,I-Age
7,twofold,_,UNK,_,JJ,3,_,_,_,_,_,_,_,I-Age
8,:,_,:,_,:,3,_,_,_,_,_,_,_,I-Age
9,first,_,first,_,RB,3,_,_,_,_,_,_,_,I-Age
10,",",_,",",_,",",3,_,_,_,_,_,_,_,I-Age
11,we,_,we,_,PRP,3,_,_,_,_,_,_,_,I-Age
12,set,_,set,_,VBP,3,_,_,_,_,_,_,_,I-Age
13,out,_,out,_,RP,3,_,_,_,_,_,_,_,I-Age
14,to,_,to,_,TO,3,_,_,_,_,_,_,_,I-Age
15,disentangle,_,UNK,_,VB,3,_,_,_,_,_,_,_,I-Age
16,the,_,the,_,DT,3,_,_,_,_,_,_,_,I-Age
17,multiple,_,multiple,_,JJ,3,_,_,_,_,_,_,_,I-Age
18,conceptual,_,conceptual,_,JJ,3,_,_,_,_,_,_,_,I-Age
