ID,FORM,LEMMA,PLEMMA,POS,PPOS,FEAT,PFEAT,HEAD,PHEAD,DEPREL,PDEPREL,FILLPRED,PRED,APRED
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Age
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Age
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Age
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Age
15,),_,),_,),2,_,_,_,_,_,_,_,I-Age
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Age
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Age
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Age
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Age
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Age
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Age
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Age
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,O
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,O
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Unit
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Unit
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Unit
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Unit
5,can,_,can,_,MD,2,_,_,_,_,_,can.v,Measure_volume,O
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,B-Unit
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Unit
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Unit
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Unit
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Unit
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Unit
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Unit
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Unit
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Unit
15,),_,),_,),2,_,_,_,_,_,_,_,I-Unit
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Unit
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Unit
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Unit
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Unit
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Unit
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Unit
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Unit
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Unit
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Unit
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Unit
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Unit
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Unit
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,O
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,O
6,not,_,not,_,RB,2,_,_,_,_,_,not.adv,Negation,O
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,B-Negated_proposition
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Negated_proposition
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Negated_proposition
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Negated_proposition
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Negated_proposition
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Negated_proposition
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Negated_proposition
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Negated_proposition
15,),_,),_,),2,_,_,_,_,_,_,_,I-Negated_proposition
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Negated_proposition
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Negated_proposition
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Negated_proposition
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Negated_proposition
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Negated_proposition
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Negated_proposition
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Negated_proposition
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Negated_proposition
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Negated_proposition
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Negated_proposition
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Negated_proposition
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,O
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,O
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,O
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,O
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,O
9,using,_,use,_,VBG,2,_,_,_,_,_,use.v,Ingest_substance,O
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,B-Manner
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Manner
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Manner
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Manner
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Manner
15,),_,),_,),2,_,_,_,_,_,_,_,I-Manner
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Manner
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Manner
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Manner
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Manner
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Manner
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Manner
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Manner
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Manner
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Manner
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Manner
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Manner
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Manner
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Entity
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Entity
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Entity
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Entity
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,I-Entity
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,I-Entity
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Entity
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Entity
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,S-Comparison_set
10,standard,_,standard,_,JJ,2,_,_,_,_,_,standard.a,Exemplariness,S-Degree
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,O
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
13,(,_,(,_,(,2,_,_,_,_,_,_,_,O
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,O
15,),_,),_,),2,_,_,_,_,_,_,_,O
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,O
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,O
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,O
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,O
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,O
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,O
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,O
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,O
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,O
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Time
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Time
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Time
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Time
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,I-Time
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,I-Time
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Time
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Time
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Time
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Time
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Time
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Time
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Time
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Time
15,),_,),_,),2,_,_,_,_,_,_,_,I-Time
16,imaging,_,image,_,VBG,2,_,_,_,_,_,image.n,Sensation,S-Degree
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,B-Source
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Source
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Source
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Source
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Source
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Source
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Source
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Source
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Source
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Source
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Source
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Salient_entity
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Salient_entity
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Salient_entity
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Salient_entity
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,I-Salient_entity
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,I-Salient_entity
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Salient_entity
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Salient_entity
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Salient_entity
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Salient_entity
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Salient_entity
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Salient_entity
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Salient_entity
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Salient_entity
15,),_,),_,),2,_,_,_,_,_,_,_,I-Salient_entity
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Salient_entity
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,frequency.n,Frequency,S-Degree
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,B-Group
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Group
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Group
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,B-Degree
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Degree
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Degree
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Degree
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Degree
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Degree
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Degree
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Time
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Time
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Time
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Time
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,I-Time
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,I-Time
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Time
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Time
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Time
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Time
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Time
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Time
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Time
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Time
15,),_,),_,),2,_,_,_,_,_,_,_,I-Time
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Time
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Time
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Time
19,to,_,to,_,TO,2,_,_,_,_,_,to.prep,Goal,O
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,B-Trajector
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,I-Trajector
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Trajector
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Trajector
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Trajector
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Trajector
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Trajector
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Trajector
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,O
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,O
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,O
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,O
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,O
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,O
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,O
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,O
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
13,(,_,(,_,(,2,_,_,_,_,_,_,_,O
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,O
15,),_,),_,),2,_,_,_,_,_,_,_,O
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,O
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,O
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,O
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,O
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,O
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,fundamental.a,Importance,S-Degree
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,O
24,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,O
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,O
27,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,the,_,The,_,DT,2,_,_,_,_,_,_,_,B-Age
2,structure,_,structure,_,NN,2,_,_,_,_,_,_,_,I-Age
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Age
4,unk,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Age
5,can,_,can,_,MD,2,_,_,_,_,_,_,_,I-Age
6,not,_,not,_,RB,2,_,_,_,_,_,_,_,I-Age
7,be,_,be,_,VB,2,_,_,_,_,_,_,_,I-Age
8,resolved,_,resolve,_,VBN,2,_,_,_,_,_,_,_,I-Age
9,using,_,use,_,VBG,2,_,_,_,_,_,_,_,I-Age
10,standard,_,standard,_,JJ,2,_,_,_,_,_,_,_,I-Age
11,clinical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,I-Age
12,ultrasound,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Age
13,(,_,(,_,(,2,_,_,_,_,_,_,_,I-Age
14,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Age
15,),_,),_,),2,_,_,_,_,_,_,_,I-Age
16,imaging,_,image,_,VBG,2,_,_,_,_,_,_,_,I-Age
17,frequencies,_,frequency,_,NNS,2,_,_,_,_,_,_,_,I-Age
18,due,_,due,_,JJ,2,_,_,_,_,_,_,_,I-Age
19,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Age
20,the,_,the,_,DT,2,_,_,_,_,_,_,_,I-Age
21,fundamental,_,fundamental,_,JJ,2,_,_,_,_,_,_,_,B-Degree
22,diffraction,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Degree
23,limit,_,limit,_,NN,2,_,_,_,_,_,_,_,I-Degree
24,of,_,of,_,IN,2,_,_,_,_,_,of.prep,Age,I-Degree
25,us,_,US,_,NNP,2,_,_,_,_,_,_,_,I-Degree
26,waves,_,wave,_,NNS,2,_,_,_,_,_,_,_,I-Degree
27,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Degree
1,in,_,In,_,IN,3,_,_,_,_,_,_,_,O
2,this,_,this,_,DT,3,_,_,_,_,_,_,_,O
3,work,_,work,_,NN,3,_,_,_,_,_,_,_,O
4,",",_,",",_,",",3,_,_,_,_,_,_,_,O
5,we,_,we,_,PRP,3,_,_,_,_,_,_,_,O
6,use,_,use,_,VBP,3,_,_,_,_,_,use.v,Ingest_substance,O
7,a,_,a,_,DT,3,_,_,_,_,_,_,_,B-Manner
8,standard,_,standard,_,JJ,3,_,_,_,_,_,_,_,I-Manner
9,clinical,_,UNK,_,JJ,3,_,_,_,_,_,_,_,I-Manner
10,us,_,US,_,NNP,3,_,_,_,_,_,_,_,I-Manner
11,system,_,system,_,NN,3,_,_,_,_,_,_,_,I-Manner
12,to,_,to,_,TO,3,_,_,_,_,_,_,_,I-Manner
13,perform,_,perform,_,VB,3,_,_,_,_,_,_,_,I-Manner
14,in,_,in,_,IN,3,_,_,_,_,_,_,_,I-Manner
15,vivo,_,UNK,_,JJ,3,_,_,_,_,_,_,_,I-Manner
16,unk,_,UNK,_,NN,3,_,_,_,_,_,_,_,I-Manner
17,imaging,_,UNK,_,NN,3,_,_,_,_,_,_,_,I-Manner
18,on,_,on,_,IN,3,_,_,_,_,_,_,_,I-Manner
19,a,_,a,_,DT,3,_,_,_,_,_,_,_,I-Manner
20,cd1,_,UNK,_,NNP,3,_,_,_,_,_,_,_,I-Manner
21,",",_,",",_,",",3,_,_,_,_,_,_,_,I-Manner
22,female,_,female,_,JJ,3,_,_,_,_,_,_,_,I-Manner
23,mouse,_,mouse,_,NN,3,_,_,_,_,_,_,_,I-Manner
24,aged,_,age,_,VBD,3,_,_,_,_,_,_,_,I-Manner
25,eight,_,eight,_,CD,3,_,_,_,_,_,_,_,I-Manner
26,weeks,_,week,_,NNS,3,_,_,_,_,_,_,_,I-Manner
27,by,_,by,_,IN,3,_,_,_,_,_,_,_,I-Manner
28,localizing,_,UNK,_,VBG,3,_,_,_,_,_,_,_,O
29,isolated,_,isolated,_,JJ,3,_,_,_,_,_,_,_,O
30,us,_,US,_,NNP,3,_,_,_,_,_,_,_,O
31,signals,_,signal,_,NNS,3,_,_,_,_,_,_,_,O
32,from,_,from,_,IN,3,_,_,_,_,_,_,_,O
33,unk,_,UNK,_,NNS,3,_,_,_,_,_,_,_,O
34,flowing,_,flow,_,VBG,3,_,_,_,_,_,_,_,O
35,within,_,within,_,IN,3,_,_,_,_,_,_,_,O
36,the,_,the,_,DT,3,_,_,_,_,_,_,_,O
37,ear,_,ear,_,JJ,3,_,_,_,_,_,_,_,O
38,unk,_,UNK,_,NN,3,_,_,_,_,_,_,_,O
39,",",_,",",_,",",3,_,_,_,_,_,_,_,O
40,and,_,and,_,CC,3,_,_,_,_,_,_,_,O
41,compare,_,compare,_,VB,3,_,_,_,_,_,_,_,O
42,our,_,our,_,PRP$,3,_,_,_,_,_,_,_,O
43,results,_,result,_,NNS,3,_,_,_,_,_,_,_,O
44,to,_,to,_,TO,3,_,_,_,_,_,_,_,O
45,optical,_,UNK,_,JJ,3,_,_,_,_,_,_,_,O
46,microscopy,_,UNK,_,NN,3,_,_,_,_,_,_,_,O
47,.,_,.,_,.,3,_,_,_,_,_,_,_,O
1,in,_,In,_,IN,3,_,_,_,_,_,_,_,O
2,this,_,this,_,DT,3,_,_,_,_,_,_,_,O
3,work,_,work,_,NN,3,_,_,_,_,_,_,_,O
4,",",_,",",_,",",3,_,_,_,_,_,_,_,O
5,we,_,we,_,PRP,3,_,_,_,_,_,_,_,O
6,use,_,use,_,VBP,3,_,_,_,_,_,_,_,O
7,a,_,a,_,DT,3,_,_,_,_,_,_,_,O
8,standard,_,standard,_,JJ,3,_,_,_,_,_,standard.a,Exemplariness,S-Degree
9,clinical,_,UNK,_,JJ,3,_,_,_,_,_,_,_,O
10,us,_,US,_,NNP,3,_,_,_,_,_,_,_,O
11,system,_,system,_,NN,3,_,_,_,_,_,_,_,O
12,to,_,to,_,TO,3,_,_,_,_,_,_,_,O
13,perform,_,perform,_,VB,3,_,_,_,_,_,_,_,O
14,in,_,in,_,IN,3,_,_,_,_,_,_,_,O
15,vivo,_,UNK,_,JJ,3,_,_,_,_,_,_,_,O
16,unk,_,UNK,_,NN,3,_,_,_,_,_,_,_,O
17,imaging,_,UNK,_,NN,3,_,_,_,_,_,_,_,O
18,on,_,on,_,IN,3,_,_,_,_,_,_,_,O
19,a,_,a,_,DT,3,_,_,_,_,_,_,_,O
20,cd1,_,UNK,_,NNP,3,_,_,_,_,_,_,_,O
21,",",_,",",_,",",3,_,_,_,_,_,_,_,O
22,female,_,female,_,JJ,3,_,_,_,_,_,_,_,O
23,mouse,_,mouse,_,NN,3,_,_,_,_,_,_,_,O
24,aged,_,age,_,VBD,3,_,_,_,_,_,_,_,O
25,eight,_,eight,_,CD,3,_,_,_,_,_,_,_,O
26,weeks,_,week,_,NNS,3,_,_,_,_,_,_,_,O
27,by,_,by,_,IN,3,_,_,_,_,_,_,_,O
28,localizing,_,UNK,_,VBG,3,_,_,_,_,_,_,_,O
29,isolated,_,isolated,_,JJ,3,_,_,_,_,_,_,_,B-Degree
30,us,_,US,_,NNP,3,_,_,_,_,_,_,_,I-Degree
31,signals,_,signal,_,NNS,3,_,_,_,_,_,_,_,I-Degree
